1919-02-05,day,Киев,50.45,30.52,took_city,bolsheviks,directory,ukraina/ЕІУ/t8_fixed.txt (строка ~69785),high,Части Красной армии заняли Киев; Директория УНР оставила город
1919-03-09,day,Херсон,46.64,32.61,took_city,bolsheviks,unr,ukraina/ЕІУ/t10_fixed.txt (строка ~43511),medium,Город занял отряд атамана Н.Григорьева - тогда ещё формально красный командир; власть перешла от думы и представителей Директории УНР
1919-04-01,day,Мариуполь,47.10,37.57,took_city,bolsheviks,whites,ukraina/c0074_1919/gvu_t2_1967.txt (строка ~303),medium,1-я Заднепровская дивизия освободила Мариуполь и продвинулась на 40 км к Таганрогу; город отбит у белоказачьих/деникинских сил
1919-04-06,day,Одесса,46.48,30.73,took_city,bolsheviks,entente,ukraina/ЕІУ/t7_fixed.txt (строка ~94873),high,Советская власть восстановлена в Одессе; франко-греческие войска Антанты эвакуировались под давлением наступления
1919-05-04,day,Луганск,48.57,39.31,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 2670, 39038)",high,Деникинцы впервые заняли Луганск
1919-05-15,day,Луганск,48.57,39.31,took_city,bolsheviks,whites,ukraina/c0074_1919/gvu_t2_1967.txt (строки 39038-39040),high,8-я армия отбила Луганск после начатого 14 мая наступления
1919-05-27,day,Луганск,48.57,39.31,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 579, 39042)",high,"Деникинцы снова заняли Луганск - на этот раз надолго, до 23 декабря 1919"
1919-06-01,day,Бахмут,48.59,38.00,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (сноска 39, строка 39251)",high,Взятие Бахмута деникинцами в ходе развала советского фронта в Донбассе (после измены Махно 29 мая)
1919-06-01,day,Киев,50.45,30.52,operation_start,bolsheviks,,ukraina/c0074_1919/vcik_1919_06_01_objedinenie.txt,high,"Декрет ВЦИК об объединении военной организации, СНХ, ж/д, финансов и труда советских республик России, Украины, Латвии, Литвы, Белоруссии для борьбы с общим наступлением; не боевое событие, а военно-политическое объединение (точка - Киев как столица УССР)"
1919-06-24,day,Харьков,50.00,36.23,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 773-777, док. №203, 205, 209)",high,Добровольческая армия Май-Маевского взяла Харьков после боёв 23-24 июня; ЕІУ (t10_fixed.txt) даёт вариант 25 июня
1919-06-30,day,Екатеринослав,48.45,35.05,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 776-777, док. №222); строка 10861",high,Екатеринослав перешёл в руки белых после боёв 28-29 июня
1919-07-15,day,Екатеринослав,48.45,35.05,took_city,bolsheviks,whites,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 885-886, док. №271)",medium,Кратковременное отбитие города советскими войсками; вскоре снова потерян
1919-07-29,day,Полтава,49.59,34.55,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 895-897, док. №279, 302, 304)",high,Прорвав фронт 27 июля деникинцы заняли Полтаву; ЕІУ (t8_fixed.txt) даёт 30 июля
1919-08,month,Херсон,46.64,32.61,took_city,whites,bolsheviks,ukraina/ЕІУ/t10_fixed.txt (строка ~43512),medium,Деникинцы овладели Херсоном в августе (точный день в источнике не указан)
1919-08-17,day,Николаев,46.97,32.00,took_city,whites,bolsheviks,ukraina/ЕІУ/Том6_fixed.txt (строка 117271),high,Деникинцы заняли Николаев; советская власть в городе действовала с 15 марта 1919
1919-08-28,day,Одесса,46.48,30.73,took_city,whites,bolsheviks,"ukraina/c0074_1919/gvu_t2_1967.txt (строки 983-985, док. №366)",high,Деникинский морской десант при поддержке флота Антанты овладел Одессой; ЕІУ (t7_fixed.txt) даёт 24 августа - дата начала десантной операции
1919-08-30,day,Киев,50.45,30.52,took_city,unr,bolsheviks,ukraina/c0074_1919/gvu_t2_1967.txt (строки 1017-1018),high,Петлюровцы вместе с Галицкой армией заняли Киев; большевики оставили город несмотря на подготовленную оборону
