1917-12-21,day,Харьков,50.00,36.23,took_city,bolsheviks,unr,c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt (общий контекст похода) + укрвики: Радянсько-українська війна (хронологія розділу «Харків»),medium,Красногвардейские отряды Антонова-Овсеенко вступили в Харьков в ночь на 8(21) декабря 1917 - город стал базой большевистского наступления на Украину; точная дата взята из хронологии укрвики (без прямой сноски); пересчитана в н.ст.
1917-12-25,day,Харьков,50.00,36.23,took_city,bolsheviks,unr,zizd_rad_1917/rezolyutsiya_samoopredelenie_1917.txt + zizd_rad_1917/index.html (node_342188 и др.),high,I Всеукраинский съезд Советов провозгласил в Харькове советскую власть на Украине и избрал ЦИК Советов Украины (12(25) декабря 1917 - дата дана в первоисточнике двойным стилем)
1917-12-30,day,Киев,50.45,30.52,declared_war,bolsheviks,unr,c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt строка 1511 (заголовок главы «Ультиматум 17 декабря»),high,Совнарком (Ленин/Троцкий) предъявил Центральной раде ультиматум 17(30) декабря 1917 г. - формальное начало открытой войны большевиков против УНР; место указано как Киев (адресат - Центральная рада); сам ультиматум отправлен из Петрограда
1918-01-18,day,Винница,49.23,28.47,took_city,bolsheviks,unr,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строки 6826-6839 (документ №190),medium,В источнике дан диапазон 2-5 января (ст.ст.) боёв под Браиловом; революционные войска заняли Браилов и Винницу; украинцы отступили. Взята последняя дата диапазона (5 января ст.ст. = 18 января н.ст.)
1918-01-24,day,Екатеринослав,48.45,35.05,took_city,bolsheviks,unr,c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt строки 5000-5039 + укрвики: хронологія (Катеринослав),high,Рабочее восстание началось вечером 8 января (ст.ст.); после уличных боёв 9-10 января город взят красногвардейцами Егорова; капитуляция гарнизона УНР - 11 января ст.ст. (=24 января н.ст. по укрвики)
1918-01-26,day,Одесса,46.48,30.73,operation_start,bolsheviks,,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строка 33882,high,В ночь с 13 на 14 января (ст.ст.) рабочие и солдаты под руководством Военно-революционного комитета Одессы заняли правительственные учреждения города - начало уличных боёв
1918-02-01,day,Полтава,49.59,34.55,took_city,bolsheviks,unr,c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt строки 6412-6417,high,Отряды Муравьёва вступили в Полтаву вечером 19 января (ст.ст.) почти без сопротивления - юнкера и гайдамаки бежали из города
1918-02-05,day,Николаев,46.97,32.00,took_city,bolsheviks,unr,c0072_kyiv_1918_nasylstvo/VOSR_t3_1957.txt строки 7276-7296 (документ №203 из «Вестник УНР» №20),high,23 января (ст.ст.) в Николаеве произошло столкновение со сторонниками Рады; после нескольких часов боя город и госбанк перешли под контроль Совета
1918-02-05,day,Киев,50.45,30.52,operation_start,bolsheviks,,c0072_kyiv_1918_nasylstvo/wiki_shturm_kyiva_1918.wiki + c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt,high,Начало штурма Киева войсками Муравьёва с левого берега Днепра (Цепной и Железнодорожный мосты); в укрвики дата дана двойным стилем 23 января/5 февраля
1918-02-08,day,Киев,50.45,30.52,took_city,bolsheviks,unr,c0072_kyiv_1918_nasylstvo/wiki_shturm_kyiva_1918.wiki + c0072_muravyov_1918/zdorov_kyiv_1918.txt + c0072_muravyov_1918/antonov_ovseenko_t1_djvu.txt строки 7400-7427,high,Взятие Киева Муравьёвым: правительство УНР и часть Центральной рады оставили город в ночь на 26 января (8 февраля н.ст.); Муравьёва встретила на Думской площади делегация горуправы
